Place_Id,Place_Name,Description,Category,City,Price,Rating,Time_Minutes,Coordinate,Lat,Long,Column1,_1,Rating_Count,combined_text,clean_text
230,Stone Garden Citatah,"Stone  Garden, adalah sebutan nama untuk hamparan tanah yang diisi oleh  formasi batuan tak beraturan yang indah dan membentuk taman alam.Bandung  memiliki banyak wisata alam yang sangat luar biasa. Ternyata Bandung  memiliki wisata alam gua, yaitu Gua Pawon dan wisata Stone Garden. Gua  Pawon merupakan gua yang terbentuk pada zaman purba.Gua ini digunakan  oleh manusia purba sebagai tempat berlindung. Dan uniknya di atas Gua  Pawon terdapat hamparan bebatuan yang sangat indah dengan pemandangan  luar biasa dikenal dengan nama Stone Garden -Taman Batu. Tidak kalah  indah dengan wisata alam Tangkuban Perahu, Kawah Putih Ciwidey, dan Situ  Patengan merupakan kawasan wisata alam yang sering dikunjungi oleh  banyak wisatawan lokal maupun mancanegara. _x000D_",Taman Hiburan,Bandung,30000,44,,"{'lat': -6.8281528, 'lng': 107.4350179}",-68281528,1074350179,,230,17,"Stone Garden Citatah Stone  Garden, adalah sebutan nama untuk hamparan tanah yang diisi oleh  formasi batuan tak beraturan yang indah dan membentuk taman alam.Bandung  memiliki banyak wisata alam yang sangat luar biasa. Ternyata Bandung  memiliki wisata alam gua, yaitu Gua Pawon dan wisata Stone Garden. Gua  Pawon merupakan gua yang terbentuk pada zaman purba.Gua ini digunakan  oleh manusia purba sebagai tempat berlindung. Dan uniknya di atas Gua  Pawon terdapat hamparan bebatuan yang sangat indah dengan pemandangan  luar biasa dikenal dengan nama Stone Garden -Taman Batu. Tidak kalah  indah dengan wisata alam Tangkuban Perahu, Kawah Putih Ciwidey, dan Situ  Patengan merupakan kawasan wisata alam yang sering dikunjungi oleh  banyak wisatawan lokal maupun mancanegara. _x000D_ Taman Hiburan Bandung",stone garden cita stone garden sebut nama hampar tanah isi formasi batu tak atur indah bentuk taman alam bandung milik banyak wisata alam sangat luar biasa nyata bandung milik wisata alam gua gua pawon wisata stone garden gua pawon rupa gua bentuk zaman purba gua guna manusia purba tempat lindung unik atas gua pawon dapat hampar bebatuan sangat indah pandang luar biasa kenal nama stone garden taman batu kalah indah wisata alam tangkuban perahu kawah putih ciwidey situ patengan rupa kawasan wisata alam sering kunjung banyak wisatawan lokal maupun mancanegara x d taman hibur bandung
231,The Great Asia Africa,"Kota Bandung tampaknya tidak pernah kehabisan ide kreatif dalam mengembangkan destinasi wisata. Berbagai tujuan berlibur tersedia di sini, mulai dari wisata kuliner, sejarah, hingga edukasi. Kemasannya pun dengan cara yang unik dan menarik, seperti yang ada di The Great Asia Africa. Kawasan wisata teranyar di Lembang ini menawarkan pengalaman menjelajahi beberapa negara di dua benua, selaras dengan namanya.",Taman Hiburan,Bandung,50000,44,180.0,"{'lat': -6.833122999999999, 'lng': 107.6041595}",-6833123,1076041595,,231,22,"The Great Asia Africa Kota Bandung tampaknya tidak pernah kehabisan ide kreatif dalam mengembangkan destinasi wisata. Berbagai tujuan berlibur tersedia di sini, mulai dari wisata kuliner, sejarah, hingga edukasi. Kemasannya pun dengan cara yang unik dan menarik, seperti yang ada di The Great Asia Africa. Kawasan wisata teranyar di Lembang ini menawarkan pengalaman menjelajahi beberapa negara di dua benua, selaras dengan namanya. Taman Hiburan Bandung",the great asia africa kota bandung tampak pernah habis ide kreatif kembang destinasi wisata bagai tuju libur sedia sini mulai wisata kuliner sejarah hingga edukasi kemas cara unik tarik yang the great asia africa kawasan wisata anyar lembang tawar alam jajah beberapa negara di dua benua selaras dengan nama taman hibur bandung
232,Bukit Moko,"Bandung sebagai destinasi wisata tak pernah ada habisnya. Didukung dengan lanskap yang cantik, kawasan Bandung mampu menarik perhatian wisatawan. Baik dari segi alam, budaya, kuliner, dan seni kreatif secara bersamaan. Dari sekian banyak tempat wisata yang tersedia, Bukit Moko Bandung menjadi salah satu yang cukup populer namanya dalam beberapa tahun belakangan. Berada di ketinggian sekitar 1500 mdpl, Bukit Moko memiliki cuaca yang sejuk. Bagi pengunjung yang tidak biasa di cuaca ini, ada baiknya membawa jaket tebal apalagi jika datang saat musim penghujan.",Cagar Alam,Bandung,25000,45,,"{'lat': -6.8422202, 'lng': 107.6767988}",-68422202,1076767988,,232,23,"Bukit Moko Bandung sebagai destinasi wisata tak pernah ada habisnya. Didukung dengan lanskap yang cantik, kawasan Bandung mampu menarik perhatian wisatawan. Baik dari segi alam, budaya, kuliner, dan seni kreatif secara bersamaan. Dari sekian banyak tempat wisata yang tersedia, Bukit Moko Bandung menjadi salah satu yang cukup populer namanya dalam beberapa tahun belakangan. Berada di ketinggian sekitar 1500 mdpl, Bukit Moko memiliki cuaca yang sejuk. Bagi pengunjung yang tidak biasa di cuaca ini, ada baiknya membawa jaket tebal apalagi jika datang saat musim penghujan. Cagar Alam Bandung",bukit moko bandung destinasi wisata tak pernah habis dukung lanskap cantik kawasan bandung mampu tarik perhati wisatawan baik segi alam budaya kuliner seni kreatif sama sekian banyak tempat wisata sedia bukit moko bandung jadi salah satu cukup populer nama beberapa tahun belakang ada tinggi mdpl bukit moko milik cuaca sejuk unjung tidak biasa cuaca ada baik bawa jaket tebal jika datang musim hujan cagar alam bandung
233,Gunung Papandayan,"Gunung Papandayan adalah gunung api strato yang terletak di Kabupaten Garut, Jawa Barat tepatnya di Kecamatan Cisurupan. Gunung dengan ketinggian 2665 meter di atas permukaan laut itu terletak sekitar 70 km sebelah tenggara Kota Bandung.\nPada Gunung Papandayan, terdapat beberapa kawah yang terkenal. Di antaranya Kawah Mas, Kawah Baru, Kawah Nangklak, dan Kawah Manuk. Kawah-kawah tersebut mengeluarkan uap dari sisi dalamnya.\nTopografi di dalam kawasan curam, berbukit dan bergunung serta terdapat tebing yang terjal. Menurut kalisifikasi Schmidt dan Ferguson termasuk type iklim B, dengan curah hujan rata-rata 3.000 mm/thn, kelembaban udara 70 – 80 % dan temperatur 10 °C.",Cagar Alam,Bandung,30000,46,,"{'lat': -7.319325300000001, 'lng': 107.7310494}",-73193253,1077310494,,233,31,"Gunung Papandayan Gunung Papandayan adalah gunung api strato yang terletak di Kabupaten Garut, Jawa Barat tepatnya di Kecamatan Cisurupan. Gunung dengan ketinggian 2665 meter di atas permukaan laut itu terletak sekitar 70 km sebelah tenggara Kota Bandung.\nPada Gunung Papandayan, terdapat beberapa kawah yang terkenal. Di antaranya Kawah Mas, Kawah Baru, Kawah Nangklak, dan Kawah Manuk. Kawah-kawah tersebut mengeluarkan uap dari sisi dalamnya.\nTopografi di dalam kawasan curam, berbukit dan bergunung serta terdapat tebing yang terjal. Menurut kalisifikasi Schmidt dan Ferguson termasuk type iklim B, dengan curah hujan rata-rata 3.000 mm/thn, kelembaban udara 70 – 80 % dan temperatur 10 °C. Cagar Alam Bandung",gunung papandayan gunung papandayan gunung api strato letak kabupaten garut jawa barat tepat camat cisurupan gunung tinggi meter atas muka laut letak km belah tenggara kota bandung npada gunung papandayan dapat beberapa kawah kenal antara kawah mas kawah baru kawah nangklak kawah manuk kawah kawah sebut keluar uap sisi dalam ntopografi dalam kawasan curam bukit gunung dapat tebing terjal kalisifikasi schmidt ferguson masuk type iklim b curah hujan rata rata mm thn kelembaban udara temperatur c cagar alam bandung
234,Amazing Art World,"Amazing Art World Bandung, sebuah objek wisata yang terletak di Bandung, yang menegaskan bahwa destinasi wisata itu bukan hanya sekedar tentang pantai, air terjun, atau wisata alam lainnya saja. Hasil karya lukisanpun ternyata mampu menjadi sebuah destinasi wisata yang sangat menyenangkan. Apalagi lukisan 3D, selain keren, tetapi mampu membuat manipulasi bagi mata para pengunjung. Luasnya Amazing Art World Bandung menjadikannya sebagai salah-satu museum lukisan 3D terbesar, bukan hanya di tingkat nasional, tetapi di dunia.",Budaya,Bandung,75000,45,45.0,"{'lat': -6.8516591, 'lng': 107.5955534}",-68516591,1075955534,,234,23,"Amazing Art World Amazing Art World Bandung, sebuah objek wisata yang terletak di Bandung, yang menegaskan bahwa destinasi wisata itu bukan hanya sekedar tentang pantai, air terjun, atau wisata alam lainnya saja. Hasil karya lukisanpun ternyata mampu menjadi sebuah destinasi wisata yang sangat menyenangkan. Apalagi lukisan 3D, selain keren, tetapi mampu membuat manipulasi bagi mata para pengunjung. Luasnya Amazing Art World Bandung menjadikannya sebagai salah-satu museum lukisan 3D terbesar, bukan hanya di tingkat nasional, tetapi di dunia. Budaya Bandung",amazing art world amazing art world bandung buah objek wisata letak bandung tegas destinasi wisata bukan dar pantai air terjun wisata alam lain hasil karya lukis nyata mampu jadi buah destinasi wisata sangat senang lukis d keren mampu buat manipulasi mata unjung luas amazing art world bandung jadi salah satu museum lukis d besar bukan di tingkat nasional di dunia budaya bandung
235,Gua Belanda,"Gua Belanda Bandung merupakan sebuah gua yang berada dalam kawasan yang sekarang ditetapkan sebagai Taman Hutan Raya Ir. H. Djuanda adalah bentangan pegunungan dari Barat sampai ke Timur yang merupakan “tangki air raksasa alamiah” untuk cadangan di musim kemarau. Di daerah Aliran Sungai Cikapundung yang ada di Taman Hutan Raya Ir. H. Djuanda pada masa pendudukan Belanda dibangun Pembangkit Listrik Tenaga Air (PLTA) Bengkok yang merupakan PLTA pertama di Indonesia pada tahun 1918, dimana terowongan tersebut melewati Perbukitan batu pasir tufaan.",Cagar Alam,Bandung,15000,44,45.0,"{'lat': -6.8544594, 'lng': 107.6377907}",-68544594,1076377907,,235,22,"Gua Belanda Gua Belanda Bandung merupakan sebuah gua yang berada dalam kawasan yang sekarang ditetapkan sebagai Taman Hutan Raya Ir. H. Djuanda adalah bentangan pegunungan dari Barat sampai ke Timur yang merupakan “tangki air raksasa alamiah” untuk cadangan di musim kemarau. Di daerah Aliran Sungai Cikapundung yang ada di Taman Hutan Raya Ir. H. Djuanda pada masa pendudukan Belanda dibangun Pembangkit Listrik Tenaga Air (PLTA) Bengkok yang merupakan PLTA pertama di Indonesia pada tahun 1918, dimana terowongan tersebut melewati Perbukitan batu pasir tufaan. Cagar Alam Bandung",gua belanda gua belanda bandung rupa buah gua ada kawasan sekarang tetap taman hutan raya ir h djuanda bentang gunung barat ke timur rupa tangki air raksasa alamiah cadang musim kemarau daerah alir sungai cikapundung ada taman hutan raya ir h djuanda masa duduk belanda bangun bangkit listrik tenaga air plta bengkok rupa plta pertama indonesia tahun terowongan sebut lewat bukit batu pasir tufa cagar alam bandung
236,Taman Balai Kota Bandung,"Taman Balai Kota Bandung merupakan sebuah taman kota yang terletak di Kota Bandung. Taman ini berada di sebelah selatan Balai Kota Bandung. Saat ini, Taman Balai Kota Bandung terdiri dari dua taman yang menyatu, antara lain Taman Dewi Sartika dan Taman Badak. Kedua taman tersebut diresmikan oleh Walikota Bandung saat itu, Ridwan Kamil, pada tanggal 19 Desember 2017._x000D_",Taman Hiburan,Bandung,0,46,45.0,"{'lat': -6.912966000000001, 'lng': 107.6096031}",-6912966,1076096031,,236,30,"Taman Balai Kota Bandung Taman Balai Kota Bandung merupakan sebuah taman kota yang terletak di Kota Bandung. Taman ini berada di sebelah selatan Balai Kota Bandung. Saat ini, Taman Balai Kota Bandung terdiri dari dua taman yang menyatu, antara lain Taman Dewi Sartika dan Taman Badak. Kedua taman tersebut diresmikan oleh Walikota Bandung saat itu, Ridwan Kamil, pada tanggal 19 Desember 2017._x000D_ Taman Hiburan Bandung",taman balai kota bandung taman balai kota bandung rupa buah taman kota letak kota bandung taman ada belah selatan balai kota bandung ini taman balai kota bandung diri dua taman satu lain taman dewi sartika taman badak dua taman sebut resmi walikota bandung itu ridwan kamil tanggal desember x d taman hibur bandung
237,Panghegar Waterboom Bandung,"Panghegar Waterboom Bandung merupakan salah satu destinasi wisata yang wajib dikunjungi bagi wisatawan yang hendak mengajak buah hatinya bermain air. Terletak di Buah Batu, lokasi ini kerap kali diincar saat akhir pekan. Tak hanya menyuguhkan kolam renang, tempat ini juga menyediakan berbagai wahana menarik yang sayang jika dilewatkan. Terdiri dari seluncuran air yang dibagi untuk 2 kategori yaitu seluncuran orang dewasa dan seluncuran anak-anak. Destinasi rekreasi keluarga menawarkan beragam kegiatan seru, baik untuk anak-anak maupun dewasa. Terdapat beberapa jenis kolam yang bisa dicoba: kolam ombak, kolam mini, kolam arus, dan lain sebagainya. Ada pun yang paling baru di Panghegar Waterboom Bandung yaitu kolam air panas yang disajikan bagi wisatawan yang hendak berendam.",Taman Hiburan,Bandung,75000,43,,"{'lat': -6.961403199999999, 'lng': 107.6227321}",-69614032,1076227321,,237,16,"Panghegar Waterboom Bandung Panghegar Waterboom Bandung merupakan salah satu destinasi wisata yang wajib dikunjungi bagi wisatawan yang hendak mengajak buah hatinya bermain air. Terletak di Buah Batu, lokasi ini kerap kali diincar saat akhir pekan. Tak hanya menyuguhkan kolam renang, tempat ini juga menyediakan berbagai wahana menarik yang sayang jika dilewatkan. Terdiri dari seluncuran air yang dibagi untuk 2 kategori yaitu seluncuran orang dewasa dan seluncuran anak-anak. Destinasi rekreasi keluarga menawarkan beragam kegiatan seru, baik untuk anak-anak maupun dewasa. Terdapat beberapa jenis kolam yang bisa dicoba: kolam ombak, kolam mini, kolam arus, dan lain sebagainya. Ada pun yang paling baru di Panghegar Waterboom Bandung yaitu kolam air panas yang disajikan bagi wisatawan yang hendak berendam. Taman Hiburan Bandung",panghegar waterboom bandung panghegar waterboom bandung rupa salah satu destinasi wisata wajib kunjung wisatawan hendak ajak buah hati main air letak buah batu lokasi kerap kali incar akhir pekan tak suguh kolam renang tempat juga sedia bagai wahana tarik sayang lewat diri seluncur air bagi kategori seluncur orang dewasa seluncur anak anak destinasi rekreasi keluarga tawar agam giat seru baik anak anak maupun dewasa dapat beberapa jenis kolam bisa coba kolam ombak kolam mini kolam arus lain bagai pun paling baru panghegar waterboom bandung kolam air panas saji wisatawan hendak rendam taman hibur bandung
238,Gunung Manglayang,"Gunung Manglayang adalah sebuah gunung bertipe Stratovolcano yang terletak di antara Kota Bandung dan Kabupaten Sumedang, Jawa Barat, Indonesia dan memiliki ketinggian sekitar 1818 mdpl. Pemandangannya cukup indah, tetapi karena relatif tidak terlalu tinggi, sehingga kurang dikenal oleh pendaki-pendaki gunung pada umumnya.Dalam deretan gunung-gunung Burangrang – Tangkuban Perahu – Bukit Tunggul – Gunung Manglayang, Gunung Manglayang menjadi gunung yang terindah dari rangkaian keempat gunung tersebut. Mungkin itulah sebabnya di kalangan para penggiat alam bebas, gunung ini sempat terlupakan terkecuali para penggiat alam bebas dari Bandung dan sekitarnya. Walaupun begitu, Gunung Manglayang tetap menawarkan pesona alamnya tersendiri.",Cagar Alam,Bandung,7500,45,,"{'lat': -6.876111099999999, 'lng': 107.7436111}",-68761111,1077436111,,238,17,"Gunung Manglayang Gunung Manglayang adalah sebuah gunung bertipe Stratovolcano yang terletak di antara Kota Bandung dan Kabupaten Sumedang, Jawa Barat, Indonesia dan memiliki ketinggian sekitar 1818 mdpl. Pemandangannya cukup indah, tetapi karena relatif tidak terlalu tinggi, sehingga kurang dikenal oleh pendaki-pendaki gunung pada umumnya.Dalam deretan gunung-gunung Burangrang – Tangkuban Perahu – Bukit Tunggul – Gunung Manglayang, Gunung Manglayang menjadi gunung yang terindah dari rangkaian keempat gunung tersebut. Mungkin itulah sebabnya di kalangan para penggiat alam bebas, gunung ini sempat terlupakan terkecuali para penggiat alam bebas dari Bandung dan sekitarnya. Walaupun begitu, Gunung Manglayang tetap menawarkan pesona alamnya tersendiri. Cagar Alam Bandung",gunung manglayang gunung manglayang buah gunung tipe stratovolcano letak antara kota bandung kabupaten sumedang jawa barat indonesia milik tinggi mdpl pandang cukup indah karena relatif terlalu tinggi kurang kenal daki daki gunung umum deret gunung gunung burangrang tangkuban perahu bukit tunggul gunung manglayang gunung manglayang jadi gunung indah rangkai empat gunung sebut mungkin sebab kalang giat alam bebas gunung sempat lupa kecuali giat alam bebas bandung sekitar walaupun gunung manglayang tetap tawar pesona alam sendiri cagar alam bandung
239,Lembang Park & Zoo,"Di Lembang Park & Zoo ada 370 ekor satwa, lengkap dari berbagai jenis herbivora, karnivora, dan omnivora. Luas total tempat ini mencapai 20 hektar, namun baru 10 hektar yang dikembangkan. Sisanya akan dikembangkan sebagai wisata berkonsep safari. Di area safari tersebut, pengunjung bisa berkeliling menggunakan kendaraan untuk melihat satwa yang bebas dilepas di area tersebut.",Cagar Alam,Bandung,50000,45,210.0,"{'lat': -6.8059154, 'lng': 107.5919726}",-68059154,1075919726,,239,21,"Lembang Park & Zoo Di Lembang Park & Zoo ada 370 ekor satwa, lengkap dari berbagai jenis herbivora, karnivora, dan omnivora. Luas total tempat ini mencapai 20 hektar, namun baru 10 hektar yang dikembangkan. Sisanya akan dikembangkan sebagai wisata berkonsep safari. Di area safari tersebut, pengunjung bisa berkeliling menggunakan kendaraan untuk melihat satwa yang bebas dilepas di area tersebut. Cagar Alam Bandung",lembang park zoo lembang park zoo ekor satwa lengkap bagai jenis herbivora karnivora omnivora luas total tempat capai hektar baru hektar kembang sisa kembang wisata konsep safari area safari sebut unjung keliling guna kendara lihat satwa bebas lepas area sebut cagar alam bandung
240,Taman Lalu Lintas Ade Irma Suryani Nasution,"Taman Lalu-lintas Ade Irma Suryani adalah sebuah taman rekreasi yang ada di jantung kota Bandung, Jawa Barat, Indonesia. Selain sebagai taman dan tempat bermain, di sini juga dijadikan pusat latihan membaca rambu-rambu lalu lintas. Taman Lalu Lintas memiliki pengertian bahwa sebuah taman lalu lintas atau traffic taman anak-anak adalah sebuah taman di mana anak-anak dapat mempelajari aturan jalan . Sebuah taman lalu lintas juga disebut sebuah desa taman transportasi atau lalu lintas taman atau keselamatan tergantung pada lokal .Taman lalu lintas sering dibuat sebagai daya tarik dalam taman yang lebih besar . Dalam kasus lain, mereka sekali pakai taman dan sering dalam skala kecil . Mereka dapat ditemukan di daerah perkotaan maupun pedesaan .",Taman Hiburan,Bandung,7000,44,60.0,"{'lat': -6.911211, 'lng': 107.6133389}",-6911211,1076133389,,240,22,"Taman Lalu Lintas Ade Irma Suryani Nasution Taman Lalu-lintas Ade Irma Suryani adalah sebuah taman rekreasi yang ada di jantung kota Bandung, Jawa Barat, Indonesia. Selain sebagai taman dan tempat bermain, di sini juga dijadikan pusat latihan membaca rambu-rambu lalu lintas. Taman Lalu Lintas memiliki pengertian bahwa sebuah taman lalu lintas atau traffic taman anak-anak adalah sebuah taman di mana anak-anak dapat mempelajari aturan jalan . Sebuah taman lalu lintas juga disebut sebuah desa taman transportasi atau lalu lintas taman atau keselamatan tergantung pada lokal .Taman lalu lintas sering dibuat sebagai daya tarik dalam taman yang lebih besar . Dalam kasus lain, mereka sekali pakai taman dan sering dalam skala kecil . Mereka dapat ditemukan di daerah perkotaan maupun pedesaan . Taman Hiburan Bandung",taman lalu lintas ade irma suryani nasution taman lalu lintas ade irma suryani buah taman rekreasi ada jantung kota bandung jawa barat indonesia taman tempat main sini jadi pusat latih baca rambu rambu lalu lintas taman lalu lintas milik erti buah taman lalu lintas traffic taman anak anak buah taman mana anak anak ajar atur jalan buah taman lalu lintas sebut buah desa taman transportasi lalu lintas taman selamat gantung lokal taman lalu lintas sering buat bagai daya tarik taman lebih besar kasus sekali pakai taman sering skala kecil mereka dapat temu daerah kota maupun desa taman hibur bandung
241,Lawangwangi Creative Space,"Lawangwangi merupakan sebuah galeri seni dengan konsep retro modern. Mememadukan keindahan alam dan cita rasa kuliner. Hmm, bikin penasaran ya Teman Traveler. Lawangwangi Creative Space sebelumnya hanya sekedar menyediakan Lab Math dan Art Space bagi para pecinta dan penikmat seni. Pengunjung bisa menemukan sebuah ruangan khusus untuk memamerkan kreasi dari beragam seniman. Karya yang ditampilkan berbeda-beda tiap bulan. Namun galeri seni yang mulanya diprediksi dapat menarik banyak pengunjung, rupanya justru kurang diminati. Akhirnya dengan memadukan keindahan alam sekitar bangunan, dibangunlah sebuah kafe modern dengan nuansa seni.",Taman Hiburan,Bandung,0,44,120.0,"{'lat': -6.847898000000001, 'lng': 107.6276146}",-6847898,1076276146,,241,26,"Lawangwangi Creative Space Lawangwangi merupakan sebuah galeri seni dengan konsep retro modern. Mememadukan keindahan alam dan cita rasa kuliner. Hmm, bikin penasaran ya Teman Traveler. Lawangwangi Creative Space sebelumnya hanya sekedar menyediakan Lab Math dan Art Space bagi para pecinta dan penikmat seni. Pengunjung bisa menemukan sebuah ruangan khusus untuk memamerkan kreasi dari beragam seniman. Karya yang ditampilkan berbeda-beda tiap bulan. Namun galeri seni yang mulanya diprediksi dapat menarik banyak pengunjung, rupanya justru kurang diminati. Akhirnya dengan memadukan keindahan alam sekitar bangunan, dibangunlah sebuah kafe modern dengan nuansa seni. Taman Hiburan Bandung",lawangwangi creative space lawangwangi rupa buah galeri seni konsep retro modern madu indah alam cita rasa kuliner hmm bikin penasaran teman traveler lawangwangi creative space belum dar sedia lab math art space para cinta nikmat seni unjung temu buah ruang khusus pamer kreasi agam seniman karya tampil beda beda tiap bulan galeri seni mula prediksi tarik banyak unjung rupa justru kurang mati akhir madu indah alam bangun bangun buah kafe modern nuansa seni taman hibur bandung
242,Curug Dago,Curug Dago Kota Bandung Jawa Barat berada di ketinggian 800 meter di atas permukaan air laut dengan tinggi air terjun mencapai 12 meter. Air terjun ini terbentuk sebagai akibat aliran Sungai Cikapundung yang mengalir sepanjang area Maribaya hingga Kota Bandung. Curug Dago pakar Bandung punya nilai historis yang tinggi dengan jejak sejarah hingga Kerajaan Thailand. Alasannya adalah dengan adanya prasasti Kerajaan Thailand dari abad ke-18 yang bertuliskan nama Raja Chulalongkom III atau Rama V dari Kerajaan Thailand.,Cagar Alam,Bandung,12000,4,,"{'lat': -6.865522499999999, 'lng': 107.6181878}",-68655225,1076181878,,242,19,Curug Dago Curug Dago Kota Bandung Jawa Barat berada di ketinggian 800 meter di atas permukaan air laut dengan tinggi air terjun mencapai 12 meter. Air terjun ini terbentuk sebagai akibat aliran Sungai Cikapundung yang mengalir sepanjang area Maribaya hingga Kota Bandung. Curug Dago pakar Bandung punya nilai historis yang tinggi dengan jejak sejarah hingga Kerajaan Thailand. Alasannya adalah dengan adanya prasasti Kerajaan Thailand dari abad ke-18 yang bertuliskan nama Raja Chulalongkom III atau Rama V dari Kerajaan Thailand. Cagar Alam Bandung,curug dago curug dago kota bandung jawa barat ada tinggi meter atas muka air laut tinggi air terjun capai meter air terjun bentuk akibat alir sungai cikapundung alir panjang area maribaya hingga kota bandung curug dago pakar bandung punya nilai historis tinggi jejak sejarah hingga raja thailand alas dengan ada prasasti raja thailand abad yang tulis nama raja chulalongkom iii rama v raja thailand cagar alam bandung
243,Kampung Korea Bandung,Kampung Korea adalah sebuah kawasan di kota Bandung yang dibangun semirip mungkin dengan karakter kota Seoul di Korea Selatan. Tujuan pengembangan kawasan ini adalah sebagai bagian dari kegiatan sister city antara Bandung dengan Seol. Pembangunan dimulai pada tahun 2017 atas inisiatif Ridwan Kamil selaku wali kota Bandung saat itu.\nKeberadaan kampung korea ditujukan untuk meningkatkan pariwisata kota Bandung._x000D_,Budaya,Bandung,15000,41,,"{'lat': -6.9154546, 'lng': 107.640769}",-69154546,107640769,,243,13,Kampung Korea Bandung Kampung Korea adalah sebuah kawasan di kota Bandung yang dibangun semirip mungkin dengan karakter kota Seoul di Korea Selatan. Tujuan pengembangan kawasan ini adalah sebagai bagian dari kegiatan sister city antara Bandung dengan Seol. Pembangunan dimulai pada tahun 2017 atas inisiatif Ridwan Kamil selaku wali kota Bandung saat itu.\nKeberadaan kampung korea ditujukan untuk meningkatkan pariwisata kota Bandung._x000D_ Budaya Bandung,kampung korea bandung kampung korea buah kawasan kota bandung bangun mirip mungkin karakter kota seoul korea selatan tuju kembang kawasan adalah bagi giat sister city bandung seol bangun mulai tahun atas inisiatif ridwan kamil selaku wali kota bandung itu nkeberadaan kampung korea tuju tingkat pariwisata kota bandung x d budaya bandung
244,Kampung Batu Malakasari,"Kampung Batu Malakasari adalah sebuah tempat wisata yang didirikan di bekas penambangan batu. Di lokasi tersebut masih terlihat jelas pahatan-pahatan bekas penambangan Batu. Kini, di bekas penambangan batu itu terisi oleh air yang membentuk menjadi sebuah danau. Tempat wisata ini berkonsep wahana wisata pendidikan, petualangan dan kuliner. Biasanya sering dijadikan destinasi field trip sekolah-sekolah di sekitar Bandung. Berbagai wahana dan fasilitasnya sangat lengkap untuk menunjang program field trip sekolah-sekolah._x000D_",Taman Hiburan,Bandung,10000,41,,"{'lat': -7.0093633, 'lng': 107.6069444}",-70093633,1076069444,,244,34,"Kampung Batu Malakasari Kampung Batu Malakasari adalah sebuah tempat wisata yang didirikan di bekas penambangan batu. Di lokasi tersebut masih terlihat jelas pahatan-pahatan bekas penambangan Batu. Kini, di bekas penambangan batu itu terisi oleh air yang membentuk menjadi sebuah danau. Tempat wisata ini berkonsep wahana wisata pendidikan, petualangan dan kuliner. Biasanya sering dijadikan destinasi field trip sekolah-sekolah di sekitar Bandung. Berbagai wahana dan fasilitasnya sangat lengkap untuk menunjang program field trip sekolah-sekolah._x000D_ Taman Hiburan Bandung",kampung batu malakasari kampung batu malakasari buah tempat wisata diri bekas tambang batu lokasi sebut lihat jelas pahat pahat bekas tambang batu kini bekas tambang batu isi air bentuk jadi buah danau tempat wisata konsep wahana wisata didik tualang kuliner biasa sering jadi destinasi field trip sekolah sekolah sekitar bandung bagai wahana fasilitas sangat lengkap tunjang program field trip sekolah sekolah x d taman hibur bandung
245,Jendela Alam,"Tidak hanya menikmati alam sekitar yang masih sejuk dan hijau, anak anda juga bisa mengikuti berbagai kegiatan edukasi yang bermanfaat. Berbagai kegiatan edukasi disediakan dan dirancang sedemikian rupa sehingga menarik buat keluarga. Kegiatan edukasi yang tersedia cocok untuk anak mulai dari usia TK sampai dengan SMA.",Taman Hiburan,Bandung,20000,44,150.0,"{'lat': -6.819604, 'lng': 107.5964519}",-6819604,1075964519,,245,21,"Jendela Alam Tidak hanya menikmati alam sekitar yang masih sejuk dan hijau, anak anda juga bisa mengikuti berbagai kegiatan edukasi yang bermanfaat. Berbagai kegiatan edukasi disediakan dan dirancang sedemikian rupa sehingga menarik buat keluarga. Kegiatan edukasi yang tersedia cocok untuk anak mulai dari usia TK sampai dengan SMA. Taman Hiburan Bandung",jendela alam hanya nikmat alam sejuk hijau anak juga ikut bagai giat edukasi manfaat bagai giat edukasi sedia rancang demikian rupa tarik buat keluarga giat edukasi yang sedia cocok anak mulai usia tk dengan sma taman hibur bandung
